Port;Transport;Protocol;
9051;TCP, UDP;Fusion-io Central Manager Service.;
9080;TCP, UDP;Grove GLRPC.;
9082;TCP, UDP;LCS Application Protocol.;
9083;TCP, UDP;EMC PowerPath Mgmt Service.;
9084;TCP, UDP;IBM AURORA Performance Visualizer.;
9085;TCP, UDP;IBM Remote System Console.;
9086;TCP, UDP;Vesa Net2Display.;
9087;TCP, UDP;Classic Data Server.;
9088;TCP, UDP;IBM Informix SQL Interface.;
9089;TCP, UDP;IBM Informix SQL Interface - Encrypted.;
9090;TCP, UDP;WebSM.;
9091;TCP, UDP;xmltec-xmlmail.;
9092;TCP, UDP;Xml-Ipc Server Reg.;
9093;TCP;Copycat database replication service.;
9100;TCP, UDP;Printer PDL Data Stream.;
9101;TCP, UDP;Bacula Director.;
9102;TCP, UDP;Bacula File Daemon.;
9103;TCP, UDP;Bacula Storage Daemon.;
9104;TCP, UDP;PeerWire.;
9105;TCP, UDP;Xadmin Control Service.;
9106;TCP;Astergate Control Service.;
9106;UDP;Astergate Discovery Service.;
9107;TCP, UDP;AstergateFax Control Service.;
9119;TCP, UDP;MXit Instant Messaging.;
9122;TCP;Global Relay compliant mobile instant messaging protocol.;
9123;TCP;Global Relay compliant instant messaging protocol.;
9131;TCP, UDP;Dynamic Device Discovery.;
9160;TCP, UDP;NetLOCK1.;
9161;TCP, UDP;NetLOCK2.;
9162;TCP, UDP;NetLOCK3.;
9163;TCP, UDP;NetLOCK4.;
9164;TCP, UDP;NetLOCK5.;
9191;TCP, UDP;Sun AppSvr JPDA.;
9200;TCP, UDP;WAP connectionless session service.;
9201;TCP, UDP;WAP session service.;
9202;TCP, UDP;WAP secure connectionless session service.;
9203;TCP, UDP;WAP secure session service.;
9204;TCP, UDP;WAP vCard.;
9205;TCP, UDP;WAP vCal.;
9206;TCP, UDP;WAP vCard Secure.;
9207;TCP, UDP;WAP vCal Secure.;
9208;TCP, UDP;rjcdb vCard.;
9209;TCP, UDP;ALMobile System Service.;
9210;TCP, UDP;OMA Mobile Location Protocol.;
9211;TCP, UDP;OMA Mobile Location Protocol Secure.;
9212;TCP, UDP;Server View dbms access.;
9213;TCP, UDP;ServerStart RemoteControl.;
9214;TCP, UDP;IPDC ESG BootstrapService.;
9215;TCP, UDP;Integrated Setup and Install Service.;
9216;TCP, UDP;Aionex Communication Management Engine.;
9217;TCP, UDP;FSC Communication Port.;
9222;TCP, UDP;QSC Team Coherence.;
9255;TCP, UDP;Manager On Network.;
9277;UDP;GPS Data transmitted from train to ground network.;
9278;TCP, UDP;Pegasus GPS Platform.;
9279;TCP, UDP;Pegaus GPS System Control Interface.;
9280;TCP, UDP;Predicted GPS.;
9281;TCP, UDP;SofaWare transport port 1.;
9282;TCP, UDP;SofaWare transport port 2.;
9283;TCP, UDP;CallWaveIAM.;
9284;TCP, UDP;VERITAS Information Serve.;
9285;TCP, UDP;N2H2 Filter Service Port.;
9286;UDP;n2 monitoring receiver.;
9287;TCP, UDP;Cumulus.;
9292;TCP, UDP;ArmTech Daemon.;
9293;TCP, UDP;StorView Client.;
9294;TCP, UDP;ARMCenter http Service.;
9295;TCP, UDP;ARMCenter https Service.;
9300;TCP, UDP;Virtual Racing Service.;
9318;TCP, UDP;PKIX TimeStamp over TLS.;
9321;TCP, UDP;guibase.;
9343;TCP, UDP;MpIdcMgr.;
9344;TCP, UDP;Mphlpdmc.;
9346;TCP, UDP;C Tech Licensing.;
9374;TCP, UDP;fjdmimgr.;
9380;TCP, UDP;Brivs! Open Extensible Protocol.;
9387;TCP, UDP;D2D Configuration Service.;
9388;TCP, UDP;D2D Data Transfer Service.;
9389;TCP, UDP;Active Directory Web Services.;
9390;TCP, UDP;OpenVAS Transfer Protocol.;
9396;TCP, UDP;fjinvmgr.;
9397;TCP, UDP;MpIdcAgt.;
9400;TCP, UDP;Samsung Twain for Network Server.;
9401;TCP, UDP;Samsung Twain for Network Client.;
9402;TCP, UDP;Samsung FAX2PC for Network Server.;
9418;TCP, UDP;git pack transfer service.;
9443;TCP, UDP;WSO2 Tungsten HTTPS.;
9444;TCP, UDP;WSO2 ESB Administration Console HTTPS.;
9445;TCP;MindArray Systems Console Agent.;
9450;TCP, UDP;Sentinel Keys Server.;
9500;TCP, UDP;ismserver.;
9522;UDP;SMA Speedwire.;
9535;TCP, UDP;Management Suite Remote Control.;
9536;TCP, UDP;Surveillance buffering function.;
9555;TCP, UDP;Trispen UDP tunnel.;
9592;TCP, UDP;LANDesk Gateway.;
9593;TCP, UDP;LANDesk Management Agent.;
9594;TCP, UDP;Message System.;
9595;TCP, UDP;Ping Discovery Service.;
9596;TCP, UDP;Mercury Discovery.;
9597;TCP, UDP;PD Administration.;
9598;TCP, UDP;Very Simple Ctrl Protocol.;
9599;TCP, UDP;Robix.;
9600;TCP, UDP;MICROMUSE-NCPW.;
9612;TCP, UDP;StreamComm User Directory.;
9614;TCP, UDP;iADT Protocol over TLS.;
9616;TCP, UDP;eRunbook Agent.;
9617;TCP, UDP;eRunbook Server.;
9618;TCP, UDP;Condor Collector Service.;
9628;TCP, UDP;ODBC Pathway Service.;
9629;TCP, UDP;UniPort SSO Controller.;
9630;TCP, UDP;Peovica Controller.;
9631;TCP, UDP;Peovica Collector.;
9632;TCP, UDP;Mobile-C Communications.;
9640;TCP;ProQueSys Flows Service.;
9667;TCP, UDP;Cross-platform Music Multiplexing System.;
9668;TCP, UDP;tec5 Spectral Device Control Protocol.;
9694;TCP, UDP;T-Mobile Client Wakeup Message.;
9695;TCP, UDP;Content Centric Networking.;
9700;TCP, UDP;Board M.I.T. Service.;
9747;TCP, UDP;L5NAS Parallel Channel.;
9750;TCP, UDP;Board M.I.T. Synchronous Collaboration.;
9753;TCP, UDP;rasadv.;
9762;TCP, UDP;WSO2 Tungsten HTTP.;
9800;TCP, UDP;WebDav Source Port.;
9801;TCP, UDP;Sakura Script Transfer Protocol-2.;
9802;TCP, UDP;WebDAV Source TLS/SSL.;
9875;TCP, UDP;SAP, Session Announcement Protocol.;
9876;TCP;Session Director.;
9878;UDP;kx509.;
9888;TCP, UDP;CYBORG Systems.;
9889;TCP, UDP;Port for Cable network related data proxy or repeater.;
9898;TCP, UDP;MonkeyCom.;
9899;TCP, UDP;SCTP over UDP.;
9900;TCP, UDP;IUA, ISDN Q.921-User Adaptation.;
9901;TCP, UDP;ENRP, Enpoint Name Resolution Protocol.;
9902;TCP, UDP;ENRP over TLS.;
9903;UDP;Multicast Ping Protocol.;
9909;TCP, UDP;domaintime.;
9911;TCP, UDP;SYPECom Transport Protocol.;
9953;TCP, UDP;acis.;
9954;TCP;HaloteC Instrument Network Protocol.;
9955;TCP;Contact Port for AllJoyn standard messaging.;
9955;UDP;Contact Port for AllJoyn multiplexed constrained messaging.;
9956;UDP;Alljoyn Name Service.;
9966;TCP, UDP;OKI Data Network Setting Protocol.;
9987;TCP, UDP;DSM/SCM Target Interface.;
9988;TCP, UDP;Software Essentials Secure HTTP server.;
9990;TCP, UDP;OSM Applet Server.;
9991;TCP, UDP;OSM Event Server.;
9992;TCP, UDP;OnLive-1.;
9993;TCP, UDP;OnLive-2.;
9994;TCP, UDP;OnLive-3.;
9995;TCP, UDP;Palace-4.;
9996;TCP, UDP;Palace-5.;
9997;TCP, UDP;Palace-6.;
9998;TCP, UDP;Distinct32.;
9999;TCP, UDP;distinct.;
10000;TCP, UDP;NDMP, Network Data Management Protocol.;
10001;TCP, UDP;SCP Configuration.;
10002;TCP, UDP;EMC-Documentum Content Server Product.;
10003;TCP, UDP;EMC-Documentum Content Server Product.;
10004;TCP, UDP;EMC Replication Manager Client.;
10005;TCP, UDP;EMC Replication Manager Server.;
10007;TCP, UDP;MVS Capacity.;
10008;TCP, UDP;Octopus Multiplexer.;
10009;TCP, UDP;Systemwalker Desktop Patrol.;
10010;TCP, UDP;ooRexx rxapi services.;
10050;TCP, UDP;Zabbix Agent.;
10051;TCP, UDP;Zabbix Trapper.;
10055;TCP, UDP;Quantapoint FLEXlm Licensing Service.;
10080;TCP, UDP;Amanda.;
10081;TCP, UDP;FAM Archive Server.;
10100;TCP, UDP;VERITAS ITAP DDTP.;
10101;TCP, UDP;eZproxy.;
10102;TCP, UDP;eZmeeting.;
10103;TCP, UDP;eZrelay.;
10104;TCP, UDP;Systemwalker Desktop Patrol.;
10107;TCP, UDP;VERITAS BCTP, server.;
10110;TCP, UDP;NMEA-0183 Navigational Data.;
10111;TCP;NMEA OneNet multicast messaging.;
10113;TCP, UDP;NetIQ Endpoint.;
10114;TCP, UDP;NetIQ Qcheck.;
10115;TCP, UDP;NetIQ Endpoint.;
10116;TCP, UDP;NetIQ VoIP Assessor.;
10117;TCP, UDP;NetIQ IQCResource Managament Service.;
10128;TCP, UDP;BMC-PERFORM-SERVICE DAEMON.;
10129;TCP, UDP;BMC General Manager Server.;
10160;TCP, UDP;QB Database Server.;
10200;TCP, UDP;Trigence AE Soap Service.;
10201;TCP;Remote Server Management Service.;
10201;UDP;Remote Server Control and Test Service.;
10252;TCP, UDP;Apollo Relay Port.;
10260;TCP, UDP;Axis WIMP Port.;
10288;TCP, UDP;Blocks.;
10321;TCP, UDP;Computer Op System Information Report.;
10540;TCP, UDP;MOS Media Object Metadata Port.;
10541;TCP, UDP;MOS Running Order Port.;
10542;TCP, UDP;MOS Low Priority Port.;
10543;TCP, UDP;MOS SOAP Default Port.;
10544;TCP, UDP;MOS SOAP Optional Port.;
10631;TCP;Administration and control of Printopia;
10800;TCP, UDP;Gestor de Acaparamiento para Pocket PCs.;
10805;TCP, UDP;LUCIA Pareja Data Group.;
10809;TCP, UDP;Linux Network Block Device.;
10810;TCP, UDP;Nuance Mobile Care Discovery.;
10860;TCP, UDP;Helix Client/Server.;
10880;TCP, UDP;BVEssentials HTTP API.;
11000;TCP, UDP;IRISA.;
11001;TCP, UDP;Metasys.;
11104;TCP;NetApp Intercluster Management.;
11105;TCP;NetApp Intercluster Data.;
11106;TCP, UDP;SGI LK Licensing service.;
11111;TCP, UDP;Viral Computing Environment.;
11112;TCP, UDP;DICOM.;
11161;TCP, UDP;sun cacao snmp access point.;
11162;TCP, UDP;sun cacao JMX-remoting access point.;
11163;TCP, UDP;sun cacao rmi registry access point.;
11164;TCP, UDP;sun cacao command-streaming access point.;
11165;TCP, UDP;sun cacao web service access point.;
11171;UDP;SNSS, Surgical Notes Security Service Discovery.;
11172;TCP;OEM cacao JMX-remoting access point.;
11173;TCP;Straton Runtime Programing.;
11174;TCP;OEM cacao rmi registry access point.;
11175;TCP;OEM cacao web service access point.;
11201;TCP, UDP;smsqp.;
11202;TCP;DCSL Network Backup Services.;
11208;TCP, UDP;WiFree Service.;
11211;TCP, UDP;Memory cache service.;
11319;TCP, UDP;IMIP.;
11320;TCP, UDP;IMIP Channels Port.;
11321;TCP, UDP;Arena Server Listen.;
11367;TCP, UDP;ATM UHAS.;
11371;TCP, UDP;OpenPGP HTTP Keyserver.;
11489;TCP;ASG Cypress Secure Only.;
11720;TCP, UDP;h323 Call Signal Alternate.;
11751;TCP, UDP;Intrepid SSL.;
11796;TCP;LanSchool.;
11796;UDP;Lanschool Multipoint.;
11876;TCP, UDP;X2E Xoraya Multichannel protocol.;
11877;UDP;X2E service discovery protocol.;
11967;TCP, UDP;SysInfo Sercice Protocol.;
12000;TCP, UDP;IBM Enterprise Extender SNA XID Exchange.;
12001;TCP, UDP;IBM Enterprise Extender SNA COS Network Priority.;
12002;TCP, UDP;IBM Enterprise Extender SNA COS High Priority.;
12003;TCP, UDP;IBM Enterprise Extender SNA COS Medium Priority.;
12004;TCP, UDP;IBM Enterprise Extender SNA COS Low Priority.;
12005;TCP, UDP;DBISAM Database Server - Regular.;
12006;TCP, UDP;DBISAM Database Server - Admin.;
12007;TCP, UDP;Accuracer Database System Server.;
12008;TCP, UDP;Accuracer Database System Admin.;
12009;UDP;Green Hills VPN.;
12010;TCP, UDP;ElevateDB Server.;
12012;TCP, UDP;Vipera Messaging Service.;
12013;TCP, UDP;Vipera Messaging Service over SSL Communication.;
12109;TCP, UDP;RETS over SSL.;
12121;TCP, UDP;NuPaper Session Service.;
12168;TCP, UDP;CA Web Access Service.;
12172;TCP, UDP;HiveP.;
12222;TCP, UDP;LWAPP, Light Weight Access Point Protocol data.;
12223;TCP, UDP;LWAPP, Light Weight Access Point Protocol control.;
12300;TCP, UDP;LinoGrid Engine.;
12302;TCP;RAD, Remote Administration Daemon.;
12321;TCP, UDP;Warehouse Monitoring Syst SSS.;
12322;TCP, UDP;Warehouse Monitoring Syst.;
12345;TCP, UDP;Italk Chat System.;
12753;TCP, UDP;tsaf port.;
13160;TCP, UDP;I-ZIPQD.;
13216;TCP, UDP;Black Crow Software application logging.;
13217;TCP, UDP;EMC Virtual CAS Service.;
13223;TCP, UDP;PowWow Client.;
13224;TCP, UDP;PowWow Server.;
13401;TCP;DoIP Data.;
13401;UDP;DoIP Discovery.;
13720;TCP, UDP;BPRD Protocol (VERITAS NetBackup).;
13721;TCP, UDP;BPBRM Protocol (VERITAS NetBackup).;
13722;TCP, UDP;BP Java MSVC Protocol.;
13724;TCP, UDP;Veritas Network Utility.;
13782;TCP, UDP;VERITAS NetBackup.;
13783;TCP, UDP;VOPIED Protocol.;
13785;TCP, UDP;NetBackup Database.;
13786;TCP, UDP;Veritas-nomdb.;
13818;TCP, UDP;DSMCC Config.;
13819;TCP, UDP;DSMCC Session Messages.;
13820;TCP, UDP;DSMCC Pass-Thru Messages.;
13821;TCP, UDP;DSMCC Download Protocol.;
13822;TCP, UDP;DSMCC Channel Change Protocol.;
13823;TCP;Blackmagic Design Streaming Server.;
13894;TCP, UDP;Ultimate Control communication protocol.;
13929;TCP, UDP;D-TA SYSTEMS.;
13930;TCP, UDP;MedEvolve Port Requester.;
14000;TCP, UDP;SCOTTY High-Speed Filetransfer.;
14001;TCP, UDP;SUA, Signalling Connection Control Part User Adaptation Layer.;
14033;TCP, UDP;sage Best! Config Server 1.;
14034;TCP, UDP;sage Best! Config Server 2.;
14141;TCP, UDP;VCS Application.;
14145;TCP, UDP;GCM Application.;
14149;TCP, UDP;Veritas Traffic Director.;
14150;TCP, UDP;Veritas Cluster Server Command Server.;
14154;TCP, UDP;Veritas Application Director.;
14250;TCP, UDP;Fencing Server.;
14414;TCP, UDP;CA eTrust Web Update Service.;
14936;TCP, UDP;hde-lcesrvr-1.;
14937;TCP, UDP;hde-lcesrvr-2.;
15000;TCP, UDP;Hypack Data Aquisition.;
15118;UDP;v2g Supply Equipment Communication Controller Discovery Protocol.;
15345;TCP, UDP;XPilot Contact Port.;
15363;TCP, UDP;3Link Negotiation.;
15555;TCP, UDP;Cisco Stateful NAT.;
15660;TCP, UDP;Backup Express Restore Server.;
15740;TCP, UDP;Picture Transfer Protocol.;
15998;UDP;2ping Bi-Directional Ping Service.;
15999;TCP;ProGrammar Enterprise.;
16000;TCP;Administration Server Access.;
16001;TCP;Administration Server Connector.;
16002;TCP;GoodSync Mediation Service.;
16003;UDP;Automation and Control.;
16020;TCP;Filemaker Java Web Publishing Core.;
16021;TCP;Filemaker Java Web Publishing Core Binary.;
16161;TCP, UDP;Solaris SEA Port.;
16162;TCP, UDP;Solaris Audit - secure remote audit log.;
16309;TCP, UDP;etb4j.;
16310;TCP, UDP;Policy Distribute, Update Notification.;
16311;TCP, UDP;Policy definition and update management.;
16360;TCP, UDP;netserialext1.;
16361;TCP, UDP;netserialext2.;
16367;TCP, UDP;netserialext3.;
16368;TCP, UDP;netserialext4.;
16384;TCP, UDP;Connected Corp.;
16619;TCP;X509 Objects Management Service.;
16666;UDP;Vidder Tunnel Protocol.;
16900;TCP, UDP;Newbay Mobile Client Update Service.;
16950;TCP, UDP;Simple Generic Client Interface Protocol.;
16991;TCP, UDP;INTEL-RCI-MP.;
16992;TCP, UDP;Intel(R) AMT SOAP/HTTP.;
16993;TCP, UDP;Intel(R) AMT SOAP/HTTPS.;
16994;TCP, UDP;Intel(R) AMT Redirection/TCP.;
16995;TCP, UDP;Intel(R) AMT Redirection/TLS.;
17007;TCP, UDP;isode-dua.;
17185;TCP, UDP;Sounds Virtual.;
17219;TCP, UDP;Chipper.;
17234;TCP, UDP;Integrius Secure Tunnel Protocol.;
17235;TCP, UDP;SSH Tectia Manager.;
17500;TCP;Dropbox LanSync Protocol.;
17500;UDP;Dropbox LanSync Discovery.;
17729;TCP, UDP;Eclipse Aviation.;
17754;TCP, UDP;Encap. ZigBee Packets.;
17755;TCP, UDP;ZigBee IP Transport Service.;
17756;TCP, UDP;ZigBee IP Transport Secure Service.;
17777;TCP, UDP;SolarWinds Orion.;
18000;TCP, UDP;Beckman Instruments Inc.;
18104;TCP;RAD PDF Service.;
18136;TCP;z/OS Resource Access Control Facility.;
18181;TCP, UDP;OPSEC CVP.;
18182;TCP, UDP;OPSEC UFP.;
18183;TCP, UDP;OPSEC SAM.;
18184;TCP, UDP;OPSEC LEA.;
18185;TCP, UDP;OPSEC OMI.;
18186;TCP, UDP;Occupational Health Sc.;
18187;TCP, UDP;OPSEC ELA.;
18241;TCP, UDP;Check Point RTM.;
18242;TCP;Checkpoint router monitoring.;
18243;TCP;Checkpoint router state backup.;
18262;TCP, UDP;GV NetConfig Service.;
18463;TCP, UDP;AC Cluster.;
18634;TCP, UDP;Reliable Datagram Service.;
18635;TCP, UDP;Reliable Datagram Service over IP.;
18769;TCP, UDP;IQue Protocol.;
18881;TCP, UDP;Infotos.;
18888;TCP, UDP;APCNECMP.;
19000;TCP, UDP;iGrid Server.;
19020;TCP, UDP;J-Link TCP/IP Protocol.;
19191;TCP, UDP;opsec-uaa.;
19194;TCP, UDP;UserAuthority SecureAgent.;
19283;TCP, UDP;Key Server for SASSAFRAS.;
19315;TCP, UDP;Key Shadow for SASSAFRAS.;
19398;TCP, UDP;mtrgtrans.;
19410;TCP, UDP;hp-sco.;
19411;TCP, UDP;hp-sca.;
19412;TCP, UDP;HP-SESSMON.;
19539;TCP, UDP;FXUPTP.;
19540;TCP, UDP;SXUPTP.;
19541;TCP, UDP;JCP Client.;
19788;UDP;Mesh Link Establishment.;
19998;TCP;IEC 60870-5-104 process control - secure.;
19999;TCP, UDP;Distributed Network Protocol - Secure.;
20000;TCP, UDP;DNP, Distrubuted Network Protocol.;
20001;TCP, UDP;MicroSAN.;
20002;TCP, UDP;Commtact HTTP.;
20003;TCP, UDP;Commtact HTTPS.;
20005;TCP, UDP;OpenWebNet protocol for electric network.;
20012;UDP;Samsung Interdevice Interaction discovery.;
20013;TCP;Samsung Interdevice Interaction.;
20014;TCP, UDP;OpenDeploy Listener.;
20034;TCP, UDP;NetBurner ID Port.;
20048;TCP, UDP;NFS mount protocol.;
20049;TCP, UDP;NFS over RDMA.;
20167;TCP, UDP;TOLfab Data Change.;
20202;TCP, UDP;IPD Tunneling Port.;
20222;TCP, UDP;iPulse-ICS.;
20480;TCP, UDP;emWave Message Service.;
20670;TCP, UDP;Track.;
20999;TCP, UDP;At Hand MMP.;
21000;TCP, UDP;IRTrans Control.;
21553;TCP;Raima RDM TFS.;
21554;TCP, UDP;MineScape Design File Server.;
21590;TCP, UDP;VoFR Gateway.;
21845;TCP, UDP;webphone.;
21846;TCP, UDP;NetSpeak Corp. Directory Services.;
21847;TCP, UDP;NetSpeak Corp. Connection Services.;
21848;TCP, UDP;NetSpeak Corp. Automatic Call Distribution.;
21849;TCP, UDP;NetSpeak Corp. Credit Processing System.;
22000;TCP, UDP;SNAPenetIO.;
22001;TCP, UDP;OptoControl.;
22002;TCP, UDP;Opto Host Port 2.;
22003;TCP, UDP;Opto Host Port 3.;
22004;TCP, UDP;Opto Host Port 4.;
22005;TCP, UDP;Opto Host Port 5.;
22125;TCP, UDP;dCache Access Protocol.;
22128;TCP, UDP;GSI dCache Access Protocol.;
22273;TCP, UDP;wnn6.;
22305;TCP, UDP;CompactIS Tunnel.;
22343;TCP, UDP;CompactIS Secure Tunnel.;
22347;TCP, UDP;WibuKey Standard WkLan.;
22537;TCP;CaldSoft Backup server file transfer.;
22555;TCP;Vocaltec Web Conference.;
22555;UDP;Vocaltec Internet Phone.;
22763;TCP, UDP;Talika Main Server.;
22800;TCP, UDP;Telerate Information Platform LAN.;
22951;TCP, UDP;Telerate Information Platform WAN.;
23000;TCP, UDP;Inova LightLink Server Type 1.;
23001;TCP, UDP;Inova LightLink Server Type 2.;
23002;TCP, UDP;Inova LightLink Server Type 3.;
23003;TCP, UDP;Inova LightLink Server Type 4.;
23004;TCP, UDP;Inova LightLink Server Type 5.;
23005;TCP, UDP;Inova LightLink Server Type 6.;
23053;TCP;Generic Notification Transport Protocol.;
23272;UDP;S102 application.;
23333;TCP, UDP;Emulex HBAnyware Remote Management.;
23400;TCP, UDP;Novar Data.;
23401;TCP, UDP;Novar Alarm.;
23402;TCP, UDP;Novar Global.;
23456;TCP, UDP;Aequus Service.;
23457;TCP;Aequus Service Mgmt.;
23546;TCP;AreaGuard Neo - WebServer.;
24000;TCP, UDP;med-ltp.;
24001;TCP, UDP;med-fsp-rx.;
24002;TCP, UDP;med-fsp-tx.;
24003;TCP, UDP;med-supp.;
24004;TCP, UDP;med-ovw.;
24005;TCP, UDP;med-ci.;
24006;TCP, UDP;med-net-svc.;
24242;TCP, UDP;fileSphere.;
24249;TCP, UDP;Vista 4GL.;
24321;TCP, UDP;Isolv Local Directory.;
24322;UDP;Transport of Human Interface Device data streams.;
24386;TCP, UDP;Intel RCI.;
24465;TCP, UDP;Tonido Domain Server.;
24554;TCP, UDP;BINKP.;
24676;TCP, UDP;Canditv Message Service.;
24677;TCP, UDP;FlashFiler.;
24678;TCP, UDP;Turbopower Proactivate.;
24680;TCP, UDP;TCC User HTTP Service.;
24754;TCP;Citrix StorageLink Gateway.;
24850;UDP;Device Association Discovery.;
25000;TCP, UDP;icl-twobase1.;
25001;TCP, UDP;icl-twobase2.;
25002;TCP, UDP;icl-twobase3.;
25003;TCP, UDP;icl-twobase4.;
25004;TCP, UDP;icl-twobase5.;
25005;TCP, UDP;icl-twobase6.;
25006;TCP, UDP;icl-twobase7.;
25007;TCP, UDP;icl-twobase8.;
25008;TCP, UDP;icl-twobase9.;
25009;TCP, UDP;icl-twobase10.;
25471;TCP, UDP;RNSAP User Adaptation for Iurh.;
25576;TCP;Sauter Dongle.;
25604;TCP;Identifier Tracing Protocol.;
25793;TCP, UDP;Vocaltec Address Server.;
25900;TCP, UDP;TASP Network Comm.;
25901;TCP, UDP;NIObserver.;
25902;TCP, UDP;NILinkAnalyst.;
25903;TCP, UDP;NIProbe.;
25954;UDP;Bitfighter game server.;
25955;UDP;Bitfighter master server.;
26000;TCP, UDP;quake.;
26133;TCP, UDP;Symbolic Computation Software Composability Protocol.;
26208;TCP, UDP;wnn6-ds.;
26260;TCP, UDP;eZproxy.;
26261;TCP, UDP;eZmeeting.;
26262;TCP, UDP;K3 Software-Server.;
26263;TCP, UDP;K3 Software-Client.;
26486;TCP, UDP;EXOline.;
26487;TCP, UDP;EXOconfig.;
26489;TCP, UDP;EXOnet.;
27345;TCP, UDP;ImagePump.;
27442;TCP, UDP;Job controller service.;
27504;TCP, UDP;Kopek HTTP Head Port.;
27782;TCP, UDP;ARS VISTA Application.;
27999;TCP, UDP;TW Authentication/Key Distribution and Attribute Certificate Services.;
28000;TCP, UDP;NX License Manager.;
28001;TCP;PQ Service.;
28200;TCP, UDP;VoxelStorm game server.;
28240;TCP, UDP;Siemens GSM.;
29118;TCP, UDP;SGsAP in 3GPP.;
29119;UDP;A27 cdma2000 RAN Management.;
29167;TCP, UDP;ObTools Message Protocol.;
29168;TCP, UDP;SBcAP in 3GPP.;
29169;TCP, UDP;HNBAP and RUA Common Association.;
29999;TCP;Data exchange protocol for IEC61850 in wind power plants.;
32034;TCP, UDP;iRacing helper service.;
32249;TCP, UDP;T1 Distributed Processor.;
32483;TCP, UDP;Access Point Manager Link.;
32635;TCP, UDP;SecureNotebook-CLNT.;
32636;TCP, UDP;DMExpress.;
32767;TCP, UDP;FileNet BPM WS-ReliableMessaging Client.;
32768;TCP, UDP;Filenet TMS.;
32769;TCP, UDP;Filenet RPC.;
32770;TCP, UDP;Filenet NCH.;
32771;TCP, UDP;FileNET RMI.;
32772;TCP, UDP;FileNET Process Analyzer.;
32773;TCP, UDP;FileNET Component Manager.;
32774;TCP, UDP;FileNET Rules Engine.;
32775;TCP, UDP;Performance Clearinghouse.;
32776;TCP, UDP;FileNET BPM IOR.;
32777;TCP, UDP;FileNet BPM CORBA.;
32801;TCP, UDP;Multiple Listing Service Network.;
32811;TCP;Real Estate Transport Protocol.;
32896;TCP, UDP;Attachmate ID Manager.;
33123;TCP, UDP;Aurora (Balaena Ltd).;
33331;TCP, UDP;DiamondCentral Interface.;
33333;TCP, UDP;Digital Gaslight Service.;
33334;TCP;SpeedTrace TraceAgent.;
33334;UDP;SpeedTrace TraceAgent Discovery.;
33434;TCP, UDP;traceroute use.;
33656;TCP, UDP;SNIP Slave port.;
34249;TCP, UDP;TurboNote Relay Server Default Port.;
34378;TCP, UDP;P-Net on IP local.;
34379;TCP, UDP;P-Net on IP remote.;
34567;TCP;dhanalakshmi.org EDI Service.;
34962;TCP, UDP;PROFInet RT Unicast.;
34963;TCP, UDP;PROFInet RT Multicast.;
34964;TCP, UDP;PROFInet Context Manager.;
34980;UDP;EtherCAT.;
35354;TCP;KIT Messenger.;
35355;TCP;Altova License Management.;
35355;UDP;Altova License Management Discovery.;
35356;TCP;Gutters Note Exchange.;
35357;TCP;OpenStack ID Service.;
36001;TCP, UDP;AllPeers Network.;
36412;TCP, UDP;S1-Control Plane (3GPP).;
36422;TCP, UDP;X2-Control Plane (3GPP).;
36443;TCP, UDP;M2 Application Part.;
36444;TCP, UDP;M3 Application Part.;
36524;TCP;Febooti Automation Workshop.;
36865;TCP, UDP;KastenX Pipe.;
38201;TCP, UDP;Galaxy7 Data Tunnel.;
38202;TCP, UDP;Fairview Message Service.;
38203;TCP, UDP;AppGate Policy Server.;
38800;TCP;Sruth.;
38865;TCP;Security approval process for use of the secRMM SafeCopy program.;
40841;TCP, UDP;CSCP.;
40842;TCP, UDP;CSCCREDIR.;
40843;TCP, UDP;CSCCFIREWALL.;
40853;UDP;ORTEC Service Discovery.;
41111;TCP, UDP;Foursticks QoS Protocol.;
41121;TCP, UDP;Tentacle Server.;
41794;TCP, UDP;Crestron Control Port.;
41795;TCP, UDP;Crestron Terminal Port.;
41796;TCP;Crestron Secure Control Port.;
41797;TCP;Crestron Secure Terminal Port.;
43000;TCP;Receiver Remote Control.;
43000;UDP;Receiver Remote Control Discovery.;
43188;TCP, UDP;REACHOUT.;
43189;TCP, UDP;NDM-AGENT-PORT.;
43190;TCP, UDP;IP-PROVISION.;
43191;TCP;Reconnoiter Agent Data Transport.;
43210;TCP;Shaper Automation Server Management.;
