Port;Transport;Protocol;
775;TCP, UDP;entomb, acmaint_transd.;
776;TCP, UDP;wpages.;
777;TCP, UDP;Multiling HTTP.;
780;TCP, UDP;wpgs.;
800;TCP, UDP;mdbs_daemon.;
801;TCP, UDP;device.;
810;TCP, UDP;FCP.;
828;TCP, UDP;itm-mcell-s.;
829;TCP, UDP;CMP, Certificate Management Protocols.;
830;TCP, UDP;NETCONF over SSH.;
831;TCP, UDP;NETCONF over BEEP.;
832;TCP, UDP;NETCONF for  SOAP over HTTP.;
833;TCP, UDP;NETCONF for  SOAP over BEEP.;
847;TCP, UDP;dhcp-failover 2.;
848;UDP;GDOI, Group Domain of Interpretation.;
860;TCP;iSCSI.;
861;TCP, UDP;OWAMP, One-way Active Measurement Protocol.;
862;TCP, UDP;TWAMP, Two-Way Active Measurement Protocol.;
873;TCP;rsync.;
886;TCP, UDP;ICL coNETion locate server.;
887;TCP, UDP;ICL coNETion server info.;
888;TCP, UDP;AccessBuilder, CD Database Protocol.;
900;TCP, UDP;OMG Initial Refs.;
901;TCP, UDP;SMPNAMERES.;
902;TCP, UDP;IDEAFARM-CHAT.;
903;TCP, UDP;IDEAFARM-CATCH.;
910;TCP, UDP;KINK, Kerberized Internet Negotiation of Keys.;
911;TCP, UDP;xact-backup.;
912;TCP, UDP;APEX relay-relay service.;
913;TCP, UDP;APEX endpoint-relay service.;
989;TCP, UDP;FTP data over TLS/SSL.;
990;TCP, UDP;FTP control over TLS/SSL.;
991;TCP, UDP;NAS, Netnews Administration System.;
992;TCP, UDP;telnet over TLS/SSL.;
993;TCP, UDP;imap4 over TLS/SSL.;
995;TCP, UDP;pop3 over TLS/SSL (was spop3).;
996;TCP, UDP;vsinet.;
997;TCP, UDP;maitrd.;
998;TCP, UDP;busboy, puparp.;
999;TCP, UDP;Applix ac, garcon, puprouter.;
1000;TCP, UDP;cadlock2.;
1008;TCP, UDP;Sun Solaris?;
1010;TCP, UDP;surf.;
1021;TCP, UDP;RFC 3692-style Experiment 1.;
1022;TCP, UDP;RFC 3692-style Experiment 2.;
1023;TCP, UDP;reserved.;
1025;TCP, UDP;network blackjack.;
1026;TCP, UDP;CAP, Calendar Access Protocol.;
1027;UDP;IPv6 Behind NAT44 CPEs.;
1029;TCP, UDP;Solid Mux Server.;
1030;TCP, UDP;BBN IAD.;
1031;TCP, UDP;BBN IAD.;
1032;TCP, UDP;BBN IAD.;
1033;TCP, UDP;local netinfo port.;
1034;TCP, UDP;ActiveSync Notifications.;
1035;TCP, UDP;MX-XR RPC.;
1036;TCP, UDP;Nebula Secure Segment Transfer Protocol.;
1037;TCP, UDP;AMS.;
1038;TCP, UDP;MTQP, Message Tracking Query Protocol.;
1039;TCP, UDP;Streamlined Blackhole.;
1040;TCP, UDP;Netarx Netcare.;
1041;TCP, UDP;AK2 Product.;
1042;TCP, UDP;Subnet Roaming.;
1043;TCP, UDP;BOINC Client Control.;
1044;TCP, UDP;Dev Consortium Utility.;
1045;TCP, UDP;Fingerprint Image Transfer Protocol.;
1046;TCP, UDP;WebFilter Remote Monitor.;
1047;TCP, UDP;Sun's NEO Object Request Broker.;
1048;TCP, UDP;Sun's NEO Object Request Broker.;
1049;TCP, UDP;Tobit David Postman VPMN.;
1050;TCP, UDP;CORBA Management Agent.;
1051;TCP, UDP;Optima VNET.;
1052;TCP, UDP;Dynamic DNS Tools.;
1053;TCP, UDP;Remote Assistant (RA).;
1054;TCP, UDP;BRVREAD.;
1055;TCP, UDP;ANSYS - License Manager.;
1056;TCP, UDP;VFO.;
1057;TCP, UDP;STARTRON.;
1058;TCP, UDP;nim.;
1059;TCP, UDP;nimreg.;
1060;TCP, UDP;POLESTAR.;
1061;TCP, UDP;KIOSK.;
1062;TCP, UDP;Veracity.;
1063;TCP, UDP;KyoceraNetDev.;
1064;TCP, UDP;JSTEL.;
1065;TCP, UDP;SYSCOMLAN.;
1066;TCP, UDP;FPO-FNS.;
1067;TCP, UDP;Installation Bootstrap Protocol Server.;
1068;TCP, UDP;Installation Bootstrap Protocol Client.;
1069;TCP, UDP;COGNEX-INSIGHT.;
1069;TCP, UDP;Train Server (unregistered).;
1070;TCP, UDP;GMRUpdateSERV.;
1071;TCP, UDP;BSQUARE-VOIP.;
1072;TCP, UDP;CARDAX.;
1073;TCP, UDP;BridgeControl.;
1074;TCP, UDP;FASTechnologies License Manager.;
1075;TCP, UDP;RDRMSHC.;
1076;TCP, UDP;DAB STI-C.;
1077;TCP, UDP;IMGames.;
1078;TCP, UDP;eManageCstp.;
1079;TCP, UDP;ASPROVATalk.;
1080;TCP, UDP;SOCKS.;
1081;TCP, UDP;PVUNIWIEN.;
1082;TCP, UDP;AMT-ESD-PROT.;
1083;TCP, UDP;Anasoft License Manager.;
1084;TCP, UDP;Anasoft License Manager.;
1085;TCP, UDP;Web Objects.;
1086;TCP, UDP;CPL Scrambler Logging.;
1087;TCP, UDP;CPL Scrambler Internal.;
1088;TCP, UDP;CPL Scrambler Alarm Log.;
1089;TCP, UDP;FF Annunciation.;
1090;TCP, UDP;FF Fieldbus Message Specification.;
1091;TCP, UDP;FF System Management.;
1092;TCP, UDP;OBRPD.;
1093;TCP, UDP;PROOFD.;
1094;TCP, UDP;ROOTD.;
1095;TCP, UDP;NICELink.;
1096;TCP, UDP;CNRP, Common Name Resolution Protocol.;
1097;TCP, UDP;Sun Cluster Manager.;
1098;TCP, UDP;RMI Activation.;
1099;TCP, UDP;RMI Registry.;
1100;TCP, UDP;MCTP.;
1101;TCP, UDP;PT2-DISCOVER.;
1102;TCP, UDP;ADOBE SERVER 1.;
1103;TCP, UDP;ADOBE SERVER 2.;
1104;TCP, UDP;XRL.;
1105;TCP, UDP;FTRANHC.;
1106;TCP, UDP;ISOIPSIGPORT-1.;
1107;TCP, UDP;ISOIPSIGPORT-2.;
1108;TCP, UDP;ratio-adp.;
1110;TCP, UDP;Cluster status info.;
1111;TCP, UDP;LM Social Server.;
1112;TCP, UDP;Intelligent Communication Protocol.;
1113;TCP, UDP;LTP, Licklider Transmission Protocol.;
1114;TCP, UDP;Mini SQL.;
1115;TCP, UDP;ARDUS Transfer.;
1116;TCP, UDP;ARDUS Control.;
1117;TCP, UDP;ARDUS Multicast Transfer.;
1118;TCP, UDP;SACRED, Securely Available Credentials.;
1119;TCP, UDP;Battle.net Chat/Game Protocol.;
1120;TCP, UDP;Battle.net File Transfer Protocol.;
1121;TCP, UDP;Datalode RMPP.;
1122;TCP, UDP;availant-mgr.;
1123;TCP, UDP;Murray.;
1124;TCP, UDP;HP VMM Control.;
1125;TCP, UDP;HP VMM Agent.;
1126;TCP, UDP;HP VMM Data.;
1127;TCP, UDP;KWDB Remote Communication.;
1128;TCP, UDP;SAPHostControl over SOAP/HTTP.;
1129;TCP, UDP;SAPHostControl over SOAP/HTTPS.;
1130;TCP, UDP;CAC App Service Protocol.;
1131;TCP, UDP;CAC App Service Protocol Encripted.;
1132;TCP, UDP;KVM-via-IP Management Service.;
1133;TCP, UDP;Data Flow Network.;
1134;TCP, UDP;MicroAPL APLX.;
1135;TCP, UDP;OmniVision Communication Service.;
1136;TCP, UDP;HHB Gateway Control.;
1137;TCP, UDP;TRIM Workgroup Service.;
1138;TCP, UDP;encrypted admin requests.;
1139;TCP, UDP;Enterprise Virtual Manager.;
1140;TCP, UDP;AutoNOC Network Operations Protocol.;
1141;TCP, UDP;User Message Service.;
1142;TCP, UDP;User Discovery Service.;
1143;TCP, UDP;Infomatryx Exchange.;
1144;TCP, UDP;Fusion Script.;
1145;TCP, UDP;X9 iCue Show Control.;
1146;TCP, UDP;audit transfer.;
1147;TCP, UDP;CAPIoverLAN.;
1148;TCP, UDP;Elfiq Replication Service.;
1149;TCP, UDP;BlueView Sonar Service.;
1150;TCP, UDP;Blaze File Server.;
1151;TCP, UDP;Unizensus Login Server.;
1152;TCP, UDP;Winpopup LAN Messenger.;
1153;TCP, UDP;ANSI C12.22 Port.;
1154;TCP, UDP;Community Service.;
1155;TCP, UDP;Network File Access.;
1156;TCP, UDP;iasControl OMS.;
1157;TCP, UDP;Oracle iASControl.;
1158;TCP, UDP;dbControl OMS.;
1159;TCP, UDP;Oracle OMS.;
1160;TCP, UDP;DB Lite Mult-User Server.;
1161;TCP, UDP;Health Polling.;
1162;TCP, UDP;Health Trap.;
1163;TCP, UDP;SmartDialer Data Protocol.;
1164;TCP, UDP;QSM Proxy Service.;
1165;TCP, UDP;QSM GUI Service.;
1166;TCP, UDP;QSM RemoteExec.;
1167;UDP;CSLAP, Cisco Service Level Assurance Protocol.;
1168;TCP, UDP;VChat Conference Service.;
1169;TCP, UDP;TRIPWIRE.;
1170;TCP, UDP;AT+C License Manager.;
1171;TCP, UDP;AT+C FmiApplicationServer.;
1172;TCP, UDP;DNA Protocol.;
1173;TCP, UDP;D-Cinema Request-Response.;
1174;TCP, UDP;FlashNet Remote Admin.;
1175;TCP, UDP;Dossier Server.;
1176;TCP, UDP;Indigo Home Server.;
1177;TCP, UDP;DKMessenger Protocol.;
1178;TCP, UDP;SGI Storage Manager.;
1179;TCP, UDP;Backup To Neighbor.;
1180;TCP, UDP;Millicent Client Proxy.;
1181;TCP, UDP;3Com Net Management.;
1182;TCP, UDP;AcceleNet Control;
1183;TCP, UDP;LL Surfup HTTP.;
1184;TCP, UDP;LL Surfup HTTPS.;
1185;TCP, UDP;Catchpole.;
1186;TCP, UDP;MySQL Cluster Manager.;
1187;TCP, UDP;Alias Service;
1188;TCP, UDP;HP Web Admin.;
1189;TCP, UDP;Unet Connection.;
1190;TCP, UDP;CommLinx GPS / AVL System.;
1191;TCP, UDP;General Parallel File System.;
1192;TCP, UDP;caids sensors channel.;
1193;TCP, UDP;Five Across Server.;
1194;TCP, UDP;OpenVPN.;
1195;TCP, UDP;RSF-1 clustering.;
1196;TCP, UDP;Network Magic.;
1197;TCP, UDP;Carrius Remote Access.;
1198;TCP, UDP;cajo reference discovery.;
1199;TCP, UDP;DMIDI.;
1200;TCP, UDP;SCOL.;
1201;TCP, UDP;Nucleus Sand.;
1202;TCP, UDP;caiccipc.;
1203;TCP, UDP;License Validation.;
1204;TCP, UDP;Log Request Listener.;
1205;TCP, UDP;Accord-MGC.;
1206;TCP, UDP;Anthony Data.;
1207;TCP, UDP;MetaSage.;
1208;TCP, UDP;SEAGULL AIS.;
1209;TCP, UDP;IPCD3.;
1210;TCP, UDP;EOSS.;
1211;TCP, UDP;Groove DPP.;
1212;TCP, UDP;lupa.;
1213;TCP, UDP;MPC LIFENET.;
1214;TCP, UDP;KAZAA.;
1215;TCP, UDP;scanSTAT 1.0.;
1216;TCP, UDP;ETEBAC 5.;
1217;TCP, UDP;HPSS-NDAPI.;
1218;TCP, UDP;AeroFlight-ADs.;
1219;TCP, UDP;AeroFlight-Ret.;
1220;TCP, UDP;QT SERVER ADMIN.;
1221;TCP, UDP;SweetWARE Apps.;
1222;TCP, UDP;SNI R&S;
1223;TCP, UDP;TGP, TrulyGlobal Protocol.;
1224;TCP, UDP;VPNz.;
1225;TCP, UDP;SLINKYSEARCH.;
1226;TCP, UDP;STGXFWS.;
1227;TCP, UDP;DNS2Go.;
1228;TCP, UDP;FLORENCE.;
1229;TCP, UDP;Novell ZFS.;
1230;TCP, UDP;Periscope.;
1231;TCP, UDP;menandmice-lpm.;
1232;TCP, UDP;Remote systems monitoring.;
1233;TCP, UDP;Universal App Server.;
1234;TCP, UDP;Infoseek Search Agent.;
1235;TCP, UDP;mosaicsyssvc1.;
1236;TCP, UDP;bvcontrol.;
1237;TCP, UDP;tsdos390.;
1238;TCP, UDP;hacl-qs.;
1239;TCP, UDP;NMSD.;
1240;TCP, UDP;hacl-qs.;
1241;TCP, UDP;nessus.;
1242;TCP, UDP;NMAS over IP.;
1243;TCP, UDP;SerialGateway.;
1244;TCP, UDP;isbconference1.;
1245;TCP, UDP;isbconference2.;
1246;TCP, UDP;payrouter.;
1247;TCP, UDP;VisionPyramid.;
1248;TCP, UDP;hermes.;
1249;TCP, UDP;Mesa Vista Co.;
1250;TCP, UDP;swldy-sias.;
1251;TCP, UDP;servergraph.;
1252;TCP, UDP;bspne-pcc.;
1253;TCP, UDP;q55-pcc.;
1254;TCP, UDP;de-noc.;
1255;TCP, UDP;de-cache-query.;
1256;TCP, UDP;de-server.;
1257;TCP, UDP;Shockwave 2.;
1258;TCP, UDP;Open Network Library.;
1259;TCP, UDP;Open Network Library Voice.;
1260;TCP, UDP;ibm-ssd.;
1261;TCP, UDP;mpshrsv.;
1262;TCP, UDP;QNTS-ORB.;
1263;TCP, UDP;dka.;
1264;TCP, UDP;PRAT.;
1265;TCP, UDP;DSSIAPI.;
1266;TCP, UDP;DELLPWRAPPKS.;
1267;TCP, UDP;pcmlinux.;
1268;TCP, UDP;PROPEL-MSGSYS.;
1269;TCP, UDP;WATiLaPP.;
1270;TCP, UDP;opsman.;
1271;TCP, UDP;Dabew.;
1272;TCP, UDP;CSPMLockMgr.;
1273;TCP, UDP;EMC-Gateway.;
1274;TCP, UDP;t1distproc.;
1275;TCP, UDP;ivcollector.;
1276;TCP, UDP;ivmanager.;
1277;TCP, UDP;mqs.;
1278;TCP, UDP;Dell Web Admin 1.;
1279;TCP, UDP;Dell Web Admin 2.;
1280;TCP, UDP;Pictrography.;
1281;TCP, UDP;healthd.;
1282;TCP, UDP;Emperion.;
1283;TCP, UDP;ProductInfo.;
1284;TCP, UDP;IEE-QFX.;
1285;TCP, UDP;neoiface.;
1286;TCP, UDP;netuitive.;
1287;TCP, UDP;RouteMatch Com.;
1288;TCP, UDP;NavBuddy.;
1289;TCP, UDP;JWalkServer.;
1290;TCP, UDP;WinJaServer.;
1291;TCP, UDP;SEAGULLLMS.;
1292;TCP, UDP;dsdn.;
1293;TCP, UDP;PKT-KRB-IPSec.;
1294;TCP, UDP;CMMdriver.;
1295;TCP, UDP;EHTP, End-by-Hop Transmission Protocol.;
1296;TCP, UDP;dproxy.;
1297;TCP, UDP;sdproxy.;
1298;TCP, UDP;lpcp.;
1299;TCP, UDP;hp-sci.;
1300;TCP, UDP;H323 Host Call Secure.;
1301;TCP, UDP;CI3-Software-1.;
1302;TCP, UDP;CI3-Software-2.;
1303;TCP, UDP;sftsrv.;
1304;TCP, UDP;Boomerang.;
1305;TCP, UDP;pe-mike.;
1306;TCP, UDP;RE-Conn-Proto.;
1307;TCP, UDP;Pacmand.;
1308;TCP, UDP;ODSI, Optical Domain Service Interconnect.;
1309;TCP, UDP;JTAG server.;
1310;TCP, UDP;Husky.;
1311;TCP, UDP;RxMon.;
1312;TCP, UDP;STI Envision.;
1313;TCP, UDP;BMC_PATROLDB.;
1314;TCP, UDP;Photoscript Distributed Printing System.;
1315;TCP, UDP;els.;
1316;TCP, UDP;Exbit-ESCP.;
1317;TCP, UDP;vrts-ipcserver.;
1318;TCP, UDP;krb5gatekeeper.;
1319;TCP, UDP;Panja-ICSP.;
1320;TCP, UDP;Panja-AXBNET.;
1321;TCP, UDP;PIP.;
1322;TCP, UDP;Novation.;
1323;TCP, UDP;brcd.;
1324;TCP, UDP;delta-mcp.;
1325;TCP, UDP;DX-Instrument.;
1326;TCP, UDP;WIMSIC.;
1327;TCP, UDP;Ultrex.;
1328;TCP, UDP;EWALL.;
1329;TCP, UDP;netdb-export.;
1330;TCP, UDP;StreetPerfect.;
1331;TCP, UDP;intersan.;
1332;TCP, UDP;PCIA RXP-B.;
1333;TCP, UDP;Password Policy.;
1334;TCP, UDP;writesrv.;
1335;TCP, UDP;Digital Notary Protocol.;
1336;TCP, UDP;Instant Service Chat.;
1337;TCP, UDP;menandmice DNS.;
1338;TCP, UDP;WMC-log-svr.;
1339;TCP, UDP;kjtsiteserver.;
1340;TCP, UDP;NAAP.;
1341;TCP, UDP;QuBES.;
1342;TCP, UDP;ESBroker.;
1343;TCP, UDP;re101.;
1344;TCP, UDP;ICAP, Internet Content Adaptation Protocol.;
1345;TCP, UDP;VPJP.;
1346;TCP, UDP;Alta Analytics License Manager.;
1347;TCP, UDP;multi media conferencing.;
1348;TCP, UDP;multi media conferencing.;
1349;TCP, UDP;Registration Network Protocol.;
1350;TCP, UDP;Registration Network Protocol.;
1351;TCP, UDP;Digital Tool Works (MIT).;
1352;TCP, UDP;Lotus Note.;
1353;TCP, UDP;Relief Consulting.;
1354;TCP, UDP;RightBrain Software.;
1355;TCP, UDP;Intuitive Edge.;
1356;TCP, UDP;CuillaMartin Company.;
1357;TCP, UDP;Electronic PegBoard.;
1358;TCP, UDP;CONNLCLI.;
1359;TCP, UDP;FTSRV.;
1360;TCP, UDP;MIMER.;
1361;TCP, UDP;LinX.;
1362;TCP, UDP;TimeFlies.;
1363;TCP, UDP;Network DataMover Requester.;
1364;TCP, UDP;Network DataMover Server.;
1365;TCP, UDP;Network Software Associates.;
1366;TCP, UDP;Novell NetWare Comm Service Platform.;
1367;TCP, UDP;DCS.;
1368;TCP, UDP;ScreenCast.;
1369;TCP, UDP;GlobalView to Unix Shell.;
1370;TCP, UDP;Unix Shell to GlobalView.;
1371;TCP, UDP;Fujitsu Config Protocol.;
1372;TCP, UDP;Fujitsu Config Protocol.;
1373;TCP, UDP;Chromagrafx.;
1374;TCP, UDP;EPI Software Systems.;
1375;TCP, UDP;Bytex.;
1376;TCP, UDP;IBM Person to Person Software.;
1377;TCP, UDP;Cichlid License Manager.;
1378;TCP, UDP;Elan License Manager.;
1379;TCP, UDP;Integrity Solutions.;
1380;TCP, UDP;Telesis Network License Manager.;
1381;TCP, UDP;Apple Network License Manager.;
1383;TCP, UDP;GW Hannaway Network License Manager.;
1384;TCP, UDP;Objective Solutions License Manager.;
1385;TCP, UDP;Atex Publishing License Manager.;
1386;TCP, UDP;CheckSum License Manager.;
1387;TCP, UDP;Computer Aided Design Software Inc LM.;
1388;TCP, UDP;Objective Solutions DataBase Cache.;
1389;TCP, UDP;Document Manager.;
1390;TCP, UDP;Storage Controller.;
1391;TCP, UDP;Storage Access Server.;
1392;TCP, UDP;Print Manager.;
1393;TCP, UDP;Network Log Server.;
1394;TCP, UDP;Network Log Client.;
1395;TCP, UDP;PC Workstation Manager software.;
1396;TCP, UDP;DVL Active Mail.;
1397;TCP, UDP;Audio Active Mail.;
1398;TCP, UDP;Video Active Mail.;
1399;TCP, UDP;Cadkey License Manager.;
1400;TCP, UDP;Cadkey Tablet Daemon.;
1401;TCP, UDP;Goldleaf License Manager.;
1402;TCP, UDP;Prospero Resource Manager.;
1403;TCP, UDP;Prospero Resource Manager.;
1404;TCP, UDP;Infinite Graphics License Manager.;
1405;TCP, UDP;IBM Remote Execution Starter.;
1406;TCP, UDP;NetLabs License Manager.;
1407;TCP, UDP;DBSA License Manager.;
1408;TCP, UDP;Sophia License Manager.;
1409;TCP, UDP;Here License Manager.;
1410;TCP, UDP;HiQ License Manager.;
1411;TCP, UDP;AudioFile.;
1412;TCP, UDP;InnoSys.;
1413;TCP, UDP;Innosys-ACL.;
1414;TCP, UDP;IBM MQSeries.;
1415;TCP, UDP;DBStar.;
1416;TCP, UDP;Novell LU6.2.;
1417;TCP, UDP;Timbuktu Service 1 Port.;
1418;TCP, UDP;Timbuktu Service 2 Port.;
1419;TCP, UDP;Timbuktu Service 3 Port.;
1420;TCP, UDP;Timbuktu Service 4 Port.;
1421;TCP, UDP;Gandalf License Manager.;
1422;TCP, UDP;Autodesk License Manager.;
1423;TCP, UDP;Essbase Arbor Software.;
1424;TCP, UDP;Hybrid Encryption Protocol.;
1425;TCP, UDP;Zion Software License Manager.;
1426;TCP, UDP;Satellite-data Acquisition System 1.;
1427;TCP, UDP;mloadd monitoring tool.;
1428;TCP, UDP;Informatik License Manager.;
1429;TCP, UDP;Hypercom NMS.;
1430;TCP, UDP;Hypercom TPDU.;
1431;TCP, UDP;Reverse Gossip Transport.;
1432;TCP, UDP;Blueberry Software License Manager.;
1433;TCP, UDP;Microsoft-SQL-Server.;
1434;TCP, UDP;Microsoft-SQL-Monitor.;
1435;TCP, UDP;IBM CICS.;
1436;TCP, UDP;Satellite-data Acquisition System 2.;
1437;TCP, UDP;Tabula.;
1438;TCP, UDP;Eicon Security Agent/Server.;
1439;TCP, UDP;Eicon X25/SNA Gateway.;
1440;TCP, UDP;Eicon Service Location Protocol.;
1441;TCP, UDP;Cadis License Management.;
1442;TCP, UDP;Cadis License Management.;
1443;TCP, UDP;Integrated Engineering Software.;
1444;TCP, UDP;Marcam License Management.;
1445;TCP, UDP;Proxima License Manager.;
1446;TCP, UDP;Optical Research Associates License Manager.;
1447;TCP, UDP;Applied Parallel Research LM.;
1448;TCP, UDP;OpenConnect License Manager.;
1449;TCP, UDP;PEport.;
1450;TCP, UDP;Tandem Distributed Workbench Facility.;
1451;TCP, UDP;IBM Information Management.;
1452;TCP, UDP;GTE Government Systems License Man.;
1453;TCP, UDP;Genie License Manager.;
1454;TCP, UDP;interHDL License Manager.;
1455;TCP, UDP;ESL License Manager.;
1456;TCP, UDP;DCA.;
1457;TCP, UDP;Valisys License Manager.;
1458;TCP, UDP;Nichols Research Corp.;
1459;TCP, UDP;Proshare Notebook Application.;
1460;TCP, UDP;Proshare Notebook Application.;
1461;TCP, UDP;IBM Wireless LAN.;
1462;TCP, UDP;World License Manager.;
1463;TCP, UDP;Nucleus.;
1464;TCP, UDP;MSL License Manager.;
1465;TCP, UDP;Pipes Platform.;
1466;TCP, UDP;Ocean Software License Manager.;
1467;TCP, UDP;CSDMBASE.;
1468;TCP, UDP;CSDM.;
1469;TCP, UDP;Active Analysis Limited License Manager.;
1470;TCP, UDP;Universal Analytics.;
1471;TCP, UDP;csdmbase.;
1472;TCP, UDP;csdm.;
1473;TCP, UDP;OpenMath.;
1474;TCP, UDP;Telefinder.;
1475;TCP, UDP;Taligent License Manager.;
1476;TCP, UDP;clvm-cfg.;
1477;TCP, UDP;ms-sna-server.;
1478;TCP, UDP;ms-sna-base.;
1479;TCP, UDP;dberegister.;
1480;TCP, UDP;PacerForum.;
1481;TCP, UDP;AIRS.;
1482;TCP, UDP;Miteksys License Manager.;
1483;TCP, UDP;AFS License Manager.;
1484;TCP, UDP;Confluent License Manager.;
1485;TCP, UDP;LANSource.;
1486;TCP, UDP;nms_topo_serv.;
1487;TCP, UDP;LocalInfoSrvr.;
1488;TCP, UDP;DocStor.;
1489;TCP, UDP;dmdocbroker.;
1490;TCP, UDP;insitu-conf.;
1491;TCP, UDP;anynetgateway.;
1492;TCP, UDP;stone-design-1.;
1493;TCP, UDP;netmap_lm.;
1494;TCP, UDP;ICA, Citrix Independent Computing Architecture.;
1495;TCP, UDP;cvc.;
1496;TCP, UDP;liberty-lm.;
1497;TCP, UDP;rfx-lm.;
1498;TCP, UDP;Sybase SQL Any.;
1499;TCP, UDP;Federico Heinz Consultora.;
1500;TCP, UDP;VLSI License Manager.;
1501;TCP, UDP;Satellite-data Acquisition System 3.;
1502;TCP, UDP;Shiva.;
1503;TCP, UDP;Databeam.;
1504;TCP, UDP;EVB Software Engineering License Manager.;
1505;TCP, UDP;Funk Software Inc.;
1506;TCP, UDP;Universal Time daemon (utcd).;
1507;TCP, UDP;symplex.;
1508;TCP, UDP;diagmond.;
1509;TCP, UDP;Robcad Ltd. License Manager.;
1510;TCP, UDP;Midland Valley Exploration Ltd. Lic. Man.;
1511;TCP, UDP;3l-l1.;
1512;TCP, UDP;WINS, Windows Internet Name Service.;
1513;TCP, UDP;Fujitsu Systems Business of America Inc.;
1514;TCP, UDP;Fujitsu Systems Business of America Inc.;
1515;TCP, UDP;ifor-protocol.;
1516;TCP, UDP;Virtual Places Audio data.;
1517;TCP, UDP;Virtual Places Audio control.;
1518;TCP, UDP;Virtual Places Video data.;
1519;TCP, UDP;Virtual Places Video control.;
1520;TCP, UDP;atm zip office.;
1521;TCP, UDP;nCube License Manager.;
1522;TCP, UDP;Ricardo North America License Manager.;
1523;TCP, UDP;cichild.;
1524;TCP, UDP;ingres.;
1525;TCP, UDP;Oracle.;
1526;TCP, UDP;Prospero Data Access Prot non-priv.;
1527;TCP, UDP;oracle.;
1528;TCP, UDP;micautoreg.;
1529;TCP, UDP;oracle.;
1530;TCP, UDP;rap-service.;
1531;TCP, UDP;rap-listen.;
1532;TCP, UDP;miroconnect.;
1533;TCP, UDP;Virtual Places Software.;
1534;TCP, UDP;micromuse-lm.;
1535;TCP, UDP;ampr-info.;
1536;TCP, UDP;ampr-inter.;
1537;TCP, UDP;isi-lm.;
1538;TCP, UDP;3ds-lm.;
1539;TCP, UDP;Intellistor License Manager.;
1540;TCP, UDP;rds.;
1541;TCP, UDP;rds2.;
1542;TCP, UDP;gridgen-elmd.;
1543;TCP, UDP;simba-cs.;
1544;TCP, UDP;aspeclmd.;
1545;TCP, UDP;vistium-share.;
1546;TCP, UDP;abbaccuray.;
1547;TCP, UDP;laplink.;
1548;TCP, UDP;Axon License Manager.;
1549;TCP, UDP;Shiva Sound.;
1550;TCP, UDP;Image Storage license manager 3M Company.;
1551;TCP, UDP;HECMTL-DB.;
1552;TCP, UDP;pciarray.;
1553;TCP, UDP;sna-cs.;
1554;TCP, UDP;CACI Products Company License Manager.;
1555;TCP, UDP;livelan.;
1556;TCP, UDP;VERITAS Private Branch Exchange.;
1557;TCP, UDP;ArborText License Manager.;
1558;TCP, UDP;xingmpeg.;
1559;TCP, UDP;web2host.;
1560;TCP, UDP;asci-val.;
1561;TCP, UDP;facilityview.;
1562;TCP, UDP;pconnectmgr.;
1563;TCP, UDP;Cadabra License Manager.;
1564;TCP, UDP;Pay-Per-View.;
1565;TCP, UDP;WinDD.;
1566;TCP, UDP;CORELVIDEO.;
1567;TCP, UDP;jlicelmd.;
1568;TCP, UDP;tsspmap.;
1569;TCP, UDP;ets.;
1570;TCP, UDP;orbixd.;
1571;TCP, UDP;Oracle Remote Data Base.;
1572;TCP, UDP;Chipcom License Manager.;
1573;TCP, UDP;itscomm-ns.;
1574;TCP, UDP;mvel-lm.;
1575;TCP, UDP;oraclenames.;
1576;TCP, UDP;moldflow-lm.;
1577;TCP, UDP;hypercube-lm.;
1578;TCP, UDP;Jacobus License Manager.;
1579;TCP, UDP;ioc-sea-lm.;
1580;TCP;tn-tl-r1.;
1580;UDP;tn-tl-r2.;
1581;TCP, UDP;MIL-2045-47001.;
1582;TCP, UDP;MSIMS.;
1583;TCP, UDP;simbaexpress.;
1584;TCP, UDP;tn-tl-fd2.;
1585;TCP, UDP;intv.;
1586;TCP, UDP;ibm-abtact.;
1587;TCP, UDP;pra_elmd.;
1588;TCP, UDP;triquest-lm.;
1589;TCP, UDP;VQP.;
1590;TCP, UDP;gemini-lm.;
1591;TCP, UDP;ncpm-pm.;
1592;TCP, UDP;commonspace.;
1593;TCP, UDP;mainsoft-lm.;
1594;TCP, UDP;sixtrak.;
1595;TCP, UDP;radio.;
1596;TCP;radio-sm.;
1596;UDP;radio-bc.;
1597;TCP, UDP;orbplus-iiop.;
1598;TCP, UDP;picknfs.;
1599;TCP, UDP;simbaservices.;
1600;TCP, UDP;issd.;
1601;TCP, UDP;aas.;
1602;TCP, UDP;inspect.;
1603;TCP, UDP;pickodbc.;
1604;TCP, UDP;icabrowser.;
1605;TCP, UDP;Salutation Manager (Salutation Protocol).;
1606;TCP, UDP;Salutation Manager (SLM-API).;
1607;TCP, UDP;stt.;
1608;TCP, UDP;Smart Corp. License Manager.;
1609;TCP, UDP;isysg-lm.;
1610;TCP, UDP;taurus-wh.;
1611;TCP, UDP;Inter Library Loan.;
1612;TCP, UDP;NetBill Transaction Server.;
1613;TCP, UDP;NetBill Key Repository.;
1614;TCP, UDP;NetBill Credential Server.;
1615;TCP, UDP;NetBill Authorization Server.;
1616;TCP, UDP;NetBill Product Server.;
1617;TCP, UDP;Nimrod Inter-Agent Communication.;
1618;TCP, UDP;skytelnet.;
